id,Image,Chockolate_type,Name,Date,Weight,Pack_type
1280,b79f04a52d2e9bbf77049c396fb4657999504572e42cec40b112ee21f61a44fc.jpg,Шоколад горький,"""Курорты Черного Моря""",NaN,Вес - 25 г,Упаковка - конверт
1281,9e90023f9e3c95cdf27ab48216b9a3947fc2d4aabc5005ef54f5623bbb926486.jpg,Цельный шоколад со сливовым соком,"""Шоколад со сливовым соком"" (название условное)",NaN,Вес - 80 г,Упаковка - обертка
1282,816c8afc8d6aac8289e87f17b054e0a19b82d1422156e9227644a9e93bfb81c9.jpg,Молочный шоколад с криспами черной смородины,"""Laima""",NaN,Вес - 100 г,Упаковка - флоу-пак
1283,98a23ca340308d09d193acdd10939cc936095f26c32776f3daff31fd6f57a1f9.jpg,Шоколад горький,"""Курорты Черного Моря""",NaN,Вес - 25 г,Упаковка - конверт
1284,f5a41bb5b0d2f11e3bde35e844e473aeb74318be2e0ae53f2d76c8b889078c9f.jpg,Молочный шоколад с драже из молочного шоколада в сахарной оболочке,"""Disney"" (название условное)",Годен до марта 2014,Вес - 110 г,Упаковка - флоу-пак
1285,d1f9ff62a0503a18815ad398ce20760fabf315188c6059939b5f631ee69529ef.jpg,Молочный шоколад с кусочками папайи и со вкусом абрикоса,"""Laima""",NaN,Вес - 100 г,Упаковка - конверт
1286,3d1a8faa03846a2a699d36fdecb568fdd620e7075292405376403f2a222c91b7.jpg,Шоколад горький,"""Курорты Черного Моря""",NaN,Вес - 50 г,Упаковка - прямоугольная коробка
1287,915457ac9925e5a3bd06c5706cc7c297f856d005901eaac6092aacd563628ef3.jpg,Шоколад с коньяком,"""Шоколад с коньяком"" (название условное)",NaN,Вес - 200 г,Упаковка - прямоугольная коробка
1288,9c6ca6bf0dd337e86d7afec32ef7aa2d555c93f80210f7410222503c4ab81055.jpg,Шоколад с ликером,"""Шоколад с ликером"" (название условное)",NaN,Вес - 80 г,Упаковка - конверт
1289,ce49fc1e39b66039081465da6787124e2c97f9b817fb7860601988463ba787bb.jpg,Шоколад горький,"""Курорты Черного Моря""",NaN,Вес - 100 г,Упаковка - конверт
1290,e06d7a91b2c6737b32c8626780a8d0d20bf6f220b1c5eaa964dd32486c7fdd78.jpg,"Молочный шоколад с кусочками печенья ""Пипаркукас""","""Laima""",NaN,Вес - 100 г,Упаковка - конверт
1291,03a9e749412eb2851bc40b51de1e0917f2d18c0dc47744a8adec117d238980fd.jpg,Какао-молочная плитка с лесными орехами,"""Capri""",Годен до июля 2008,Вес - 75 г,Упаковка - конверт
1292,90a8d30097d870126920a0e341d5efeb9ee3a93c3f8c602aa4a98d2be3f30e81.jpg,Шоколад горький,"""Курорты Черного Моря""",NaN,Вес - 100 г,Упаковка - конверт
1293,cad1032e290cb84c414ace840ba34692c1c40ddd1f85dc4dc1b0701a83527332.jpg,"Молочный шоколад с кусочками печенья ""Пипаркукас""","""Laima""",NaN,Вес - 100 г,Упаковка - конверт
1294,f47d0697e5dde3fd99f38f954851cd8fe0b0dccb9b701e097828b9b04b517df8.jpg,Какао-молочная плитка с миндалем и изюмом,"""Capri""",Годен до апреля 2009,Вес - 75 г,Упаковка - конверт
1295,66de50714443dad4d28fd6bf05c8965e38f350b9a513cfa6bd2d20267228b4ee.jpg,Шоколад с ликером,"""Шоколад с ликером"" (название условное)",NaN,Вес - 200 г,Упаковка - конверт
1296,ab64670029d5484362544fcfa2c5134ee3ce89fc397192f4f60ee4f0c2e597dd.jpg,Шоколад горький,"""Монастырский""",NaN,Вес - 25 г,Упаковка - конверт
1297,2c5edd94277e99f5b858cda75b40bb2c48c38bdc1008c23c91741abb13353c04.jpg,Какао-молочная плитка с ореховой начинкой,"""Hyper""",Годен до февраля 2009,Вес - 100 г,Упаковка - конверт
1298,b866f2f7fb560418bd7af701aa1e945874018a504989e117b040983d967aa80d.jpg,"Молочный шоколад с кусочками печенья ""Пипаркукас""","""Laima""",NaN,Вес - 100 г,Упаковка - конверт
1299,8d3a190adb52d4560c7af704cf92fbe5ab06ed5267b2ce1a750b0b6a8c3459ae.jpg,Молочная плитка с молочно-кремовой начинкой,"""Novelli Park""",Годен до января 2009,Вес - 25 г,Упаковка - конверт
1300,71f501805b5c8354bdc5fc8a12129e32ace10860d87834522e81b9e97b5ead5d.jpg,Шоколад с молоком и сливками,"""Волшебница""",NaN,Вес - 200 г,Упаковка - конверт
1301,20d88b11128ef00522cf59696182acdd69c9c676c5aa747d093547941bbc16d3.jpg,Шоколад горький,"""Монастырский""",NaN,Вес - 100 г,Упаковка - конверт
1302,889afb51bfe8650f37a2ffdd38bacbe68a83cba410bb63fdbfc6fc3d9d44855d.jpg,"Молочный шоколад с кусочками печенья ""Пипаркукас""","""Laima""",NaN,Вес - 100 г,Упаковка - конверт
1303,74ed7e8801854f230bd45df8caa605c146c7647ca19885731c073cfcaba79f24.jpg,Молочная плитка с молочно-кремовой начинкой,"""Novelli Park""",Годен до января 2009,Вес - 25 г,Упаковка - конверт
1304,f9f009c74d07db4e2e9ed54d50d084511281de8aaaf2d82ca899668d519e3cf8.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1305,96840c06a8886e39789376be5c2478e1bfce6e0deddd346ee916e81fa344f8eb.jpg,Молочный шоколад с орехами,"""Молочный с орехами""",NaN,Вес - 100 г,Упаковка - обертка
1306,d0f5e41964dfe8bc1775aff3389e9d0556184f406820e6db3e62e287a6325ecf.jpg,Молочная плитка с молочно-кремовой начинкой,"""Novelli Park""",Годен до января 2009,Вес - 25 г,Упаковка - конверт
1307,7248b6f873440730ad9c37e05d5cda07e88ea936ac15a1cd2df5446f140e4f47.jpg,Темный шоколад с дробленым миндалем,"""Exclusive"" (название условное)",NaN,Вес - 100 г,Упаковка - трапецевидная коробка
1308,40d91d8271fd8c590b8e0aff91bc3ba5e7c1689fed3408382670353eb2f2869d.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1309,4b0f0f0b1ccd6a04e2152a2b67b7eb3be2e24ee619afea042f03302308618380.jpg,Молочная плитка с молочно-кремовой начинкой,"""Novelli Park""",Годен до апреля 2009,Вес - 25 г,Упаковка - конверт
1310,4bc55ff428b345d8ce80519edced2d59993554486d63701603b08d2004a634b0.jpg,Молочный шоколад с орехами,"""Молочный с орехами""",NaN,Вес - 100 г,Упаковка - обертка
1311,df6e0520e61f2dbbb5b56f2efb426520aaecbe47c1aa62cb61c7a236bbfed1b1.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1312,d12ad2673a1cace8fd5b7e5f1ced4ce9c920bf0daf1d38efb2dc38b7cda58d27.jpg,Черный шоколад с виски,"""Шоколад с виски""",NaN,Вес - 200 г,Упаковка - конверт
1313,92de83d34e9077f550fdeed56bf07679548d906ebc20428b53afc635bb29d045.jpg,Молочный шоколад с орехами,"""Молочный с орехами""",NaN,Вес - 100 г,Упаковка - обертка
1314,31fa2f4171d69ad74b202902a34f9e1021fc36acc27640e8e39f3001902d94ee.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1315,25f60491896cc1557f17d73e4630a35f49632d245e914ce11dc6c52d84f0463a.jpg,Молочный шоколад,"""Своге""",Годен до июня 2005,Вес - 40 г,Упаковка - конверт
1316,7c73161969738723ca562c30b3546ea73f99fe62e62fe39b81afce14cd3b9a91.jpg,Шоколад пористый,"""Волшебный""",NaN,Вес - 70 г,Упаковка - конверт
1317,7c66a8e655f987d6699bae017d1b6ce5e5a6736f2a7a1ab8dbc77753b7ead27f.jpg,Шоколад молочно-ореховый,"""Laima"" (название условное)",NaN,Вес - 100 г,Упаковка - обертка
1318,248d9f714fd10a447f4e56a1f6245cca3d56622fdb0a4ae63ff1757aabd6a7dc.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1319,03970267bc2e7d26045cd035d7f852eb8605b8e6681f050a1ecf56de8c101bbf.jpg,Молочный шоколад,"""Своге""",Годен до марта 1995,Вес - 100 г,Упаковка - конверт
1320,62632117cf7a360a60804a6ea852fbc67f99158c1bffa85d6374ff58cbf63dba.jpg,Шоколад белый,"""Волшебница"" (название условное)",NaN,Вес - 100 г,Упаковка - конверт
1321,f6bccf57a6af7f2d5606dab744f94225812b211528ff9a3e4ebc90dd6b4a4c35.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1322,adf200b5c3a9625357bd52e1a1de84d318318b0c48545c953eadf5dee03fdb10.jpg,Молочный шоколад с орехами,"""Молочный шоколад с орехами"" (название условное)",NaN,Вес - 100 г,Упаковка - конверт
1323,c60c22cf8448060ec3cab59e464036cd27195fcec8c721a0e7d0e226f909393f.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1324,5a44671d829d9a7d2aa9e975ddbd81fc3b041dba645b7fbac1a9db271bc3b9e5.jpg,Молочный шоколад,"""Своге""",Годен до мая 2001,Вес - 100 г,Упаковка - конверт
1325,cfa668a26930ca84c0deaf74241393e320a5375b06c0d4357cbb3e623ff53872.jpg,Белый пористый шоколад с орехами,"""Волшебница"" (название условное)",NaN,Вес - 70 г,Упаковка - конверт
1326,e1367793e0c64762ccca45982feadf13e5f1f475d4a679c646dc9cc086541d0c.jpg,Молочный шоколад с лещинным орехом,"""Ekstra"" (""Экстра"")",NaN,Вес - 100 г,Упаковка - флоу-пак
1327,83d050060f2c07094e4bddd748e4686f62375a34c45f624de50f8247c0135b03.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1328,ab3ee300dcb2b42a07c88204a303836ed377b12acff8c101df5e9f15c5469a8d.jpg,Молочный шоколад,"""Своге""",Годен до декабря 2001,Вес - 100 г,Упаковка - конверт
1329,9af579265f8db48efd7ecf7d21be3a93e645b1d83174590890c8c4a6f98c030a.jpg,Молочный шоколад с цельным и дробленым лещинным орехом,"""Vaverite""",NaN,Вес - 100 г,Упаковка - флоу-пак
1330,0a148f37dd7358e311b3935ec24e01a14db6391173bc86a5a053a7f76af595d5.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 50 г,Упаковка - обертка
1331,398d00fbf8535c71107052eeeeaf81ad44f0b94d157b6a63a40fed22909b1b19.jpg,Кондитерская плитка,"""Лапушка""",NaN,Вес - 80 г,Упаковка - прямоугольная коробка
1332,c3c628664f3f05cd0662b7d2f70540684a45b9003f8301b144da236cc55db368.jpg,Молочный шоколад,"""Своге""",Годен до декабря 2005,Вес - 100 г,Упаковка - конверт
1333,6e521392db2a18d108c2ad6c0646e31af2e681bb58cf91b5d89d5d1b4de4b3d5.jpg,Молочный шоколад с цельным лещинным орехом,"""Laima""",NaN,Вес - 220 г,Упаковка - флоу-пак
1334,d9dd08c8aeab876c53b6eb3f6f04a9090b0c3aa4f8b23193b2f7140c89683c33.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 100 г,Упаковка - конверт
1335,27edc76c3ca0c57de365a4997a9597b98d138e2db29745b41f2d0af9add45c90.jpg,Молочный шоколад с кофе,"""Молочный шоколад с кофе"" (название условное)",NaN,Вес - 20 г,Упаковка - обертка
1336,f42ad93090ca130606cf5957cd9fd90182ffb8cf6d61f380d44171c38c9ddca1.jpg,Молочный шоколад,"""Млечен""  (название условное)",Годен до марта 2009,Вес - 38 г,Упаковка - конверт
1337,b97471f4ebcd3e7b8624ead359cfb9fd3de527c166d9c6cd5f7507eea730b65d.jpg,Шоколад,"""Мокко с молоком""",NaN,Вес - 20 г,Упаковка - обертка
1338,f5082955bcc3768c52d25afa586dd7a946ccab9f14226e1ad58bd2d9e181cc7f.jpg,Шоколад горький,"""Найди свою вершину""",NaN,Вес - 100 г,Упаковка - флоу-пак
1339,b3b0fac4f9c70394c9e7c8f786e6e7f2720cf395bea714d1279d455ab46002d3.jpg,Молочный шоколад с цельным миндалем,"""Версаль""",NaN,Вес - 100 г,Упаковка - флоу-пак
1340,37bcaf8350c8779ac1042793d020fdcbf4325d4a7d32dc43add2385a6644e934.jpg,Молочный шоколад,"""Млечен""  (название условное)",Годен до марта 2001,Вес - 90 г,Упаковка - конверт
1341,1526e6cb1713be705dbb1a4154e9ae34574586038c142bcc2b717287c754d4e8.jpg,Молочный шоколад с цельным миндалем и вафлями,"""Lacitis Kepainitis""",NaN,Вес - 100 г,Упаковка - флоу-пак
1342,c1a8fa2c66969a5602c77157612d86b3ea8ebc4424937b8937e1f49dc9770074.jpg,Шоколад горький 85 %,"""Найди свою вершину""",NaN,Вес - 100 г,Упаковка - конверт
1343,9b42d7134e36d4164c1b541ca0da35cdb8e250b779a101b5c65373832a6c553a.jpg,Молочный шоколад с цельным фундуком,"""Версаль""",NaN,Вес - 100 г,Упаковка - флоу-пак
1344,f65c9acbc31738c123d7512d6e96cb031021f39a7890c01d8698561b9164e4d8.jpg,Молочный шоколад с ореховой начинкой,"""Своге""",Годен до апреля 2003,Вес - 100 г,Упаковка - конверт
1345,ec5bbee44a7e09f4b81a587b5d5834ecedf1f3a1c65f3ed9fa5f9279b2dfa947.jpg,Шоколад молочный с цикорием,"""Молочный с цикорием""",NaN,Вес - 50 г,Упаковка - обертка
1346,ae429e2af99249d1d7cdf1d10e6f42a0a31108a36790067a5931557a5ea20e61.jpg,Шоколад диабетический на изомальте,"""Шоколад без сахара""  (название условное)",NaN,Вес - 80 г,Упаковка - конверт
1347,f7e2684d3f22b6b665d5bee9b857101efff4d610df117c5dadfe46a63ce30f5d.jpg,Молочный шоколад со сливочно-клубничной начинкой,"""Премьера вкуса""",NaN,Вес - 80 г,Упаковка - флоу-пак
1348,bd57ac6eb3593fa4b6339151a80085ba0ce449be6fc0bc8e4b99cd14ab416f8a.jpg,Натуральный шоколад,"""Своге""",Годен до декабря 1995,Вес - 100 г,Упаковка - конверт
1349,d4f1aaf2c17124dc686cec61f5c08c941387af67dd87e2b633ca0cabc0336332.jpg,Шоколад молочный с цикорием,"""Молочный с цикорием""",NaN,Вес - 100 г,Упаковка - обертка
1350,e37fbb1803d0a316cf7e48244b015d8f2bf09d1ae85a42e9cda56da02c3205b9.jpg,Шоколад,"""Аленка""",NaN,Вес - 100 г,Упаковка - обертка
1351,9f793f43f04897df0805e3495a101c4ce834e3cca19b808477aa51fd1339c9fc.jpg,Сладкая плитка,"""Пальма""",NaN,Вес - 50 г,Упаковка - обертка
1352,36697937cb45971877265dee1d07b4b489226ef9b4570fdf968d05c771584ab5.jpg,Молочный шоколад,"""Млечен""  (название условное)",Годен до июля 2015,Вес - 80 г,Упаковка - флоу-пак
1353,58d815144feefe1132b56c4334fc1bf15d4760eee70889c4cd2547fd61d947a1.jpg,Шоколад,"""Ванильный""",NaN,Вес - 100 г,Упаковка - обертка
1354,9b28aaabccb74e958ec4a7e5c32a554a6b3b1d861f98721eb553e7bf59c7799d.jpg,Шоколад,"""Басни Крылова""",NaN,Вес - 18 г,Упаковка - обертка
1355,6f001288c3395816142137214557c1e1314eb2744806bd742471a04846d15172.jpg,Шоколад,"""Детский""",NaN,Вес - 20 г,Упаковка - обертка
1356,b1d7946165955931ccb9580ce61b0fd0dad0a228a5706a848254c2c643adeb71.jpg,Шоколад,"""Королевский""",NaN,Вес - 15 г,Упаковка - обертка
1357,2ae464eee259f055e1c55e186d820d80cf5fbd032320d164e93c979460005160.jpg,Молочный шоколад,"""Млечен""  (название условное)",Годен до ноября 2019,Вес - 80 г,Упаковка - флоу-пак
1358,5ae0921553fc49b893bf9c9b7c6be9f8c46a9caf35c262602078434e8d2e1f69.jpg,Шоколад,"""Басни Крылова""  (название условное)",NaN,Вес - 20 г,Упаковка - обертка
1359,8dae4529a3d07c231fd1142c6d11c19e4997c76fcb891b97a7c2c229db9dcb2a.jpg,Шоколад,"""Детский""",NaN,Вес - 50 г,Упаковка - обертка
1360,cbe97b1f4389fecff0a6403eaabfb91eafb3a59bf5ccb82067a45b84ca218213.jpg,Молочный шоколад,"""Басни Крылова""",NaN,Вес - 50 г,Упаковка - обертка
1361,28710d5bb5046d8bd1aaee578f284d3915b52a26d3849a9d7e6dc73ecba95ca2.jpg,Молочный шоколад,"""Milka""",Годен до ноября 2017,Вес - 100 г,Упаковка - флоу-пак
1362,3e3fd1c4a8bad1722d486e861ded24c6c2a646399f351b0a89db9dfa2cb5d59f.jpg,Шоколад,"""Детский""",NaN,Вес - 50 г,Упаковка - обертка
1363,7214e83cfa268bd7a94d8908f8a2f5206dd74b3d27d6d143fa37c60f116e96de.jpg,Молочный шоколад,"""Басни Крылова""",NaN,Вес - 50 г,Упаковка - обертка
1364,a0cff7840ab83c1c784f80ef474c4fdd0c0276accabdc17eb1c13e83b6780c8f.jpg,Плитка (Изделие из какаосодержащей кондитерской глазури),"""Молочная с печеньем""",NaN,Вес - 90 г,Упаковка - флоу-пак
1365,5a37240498fcfdbfd5f4682f855b4c784fbaa9792dd590ca43b89423bb5bf857.jpg,Шоколад,"""Детский""",NaN,Вес - 100 г,Упаковка - обертка
1366,cae44fab15383d350f05cc234122f05a098b8cfbb8a528af526673810a964a32.jpg,"Шоколад молочный с арахисом, кусочками хрустящей карамели, рисовыми шариками и кукурузными хлопьями","""Milka""",NaN,Вес - 90 г,Упаковка - флоу-пак
1367,5cc891b41fcf92e8a5ca73dde6a3897dc7f0576902a9a70608372809a6f17b23.jpg,Молочный шоколад,"""Басни Крылова""",NaN,Вес - 100 г,Упаковка - обертка
1368,c742551abc78758e494af95d03df8f4dbc79cca91960739977b2136f733180d2.jpg,Шоколад,"""Детский""",NaN,Вес - 100 г,Упаковка - обертка
1369,748cc52d5caf05b16f4865b6fa3fc0ca99f48b3e75823c8486817b6cd95cd13f.jpg,Молочный шоколад с кукурузными чипсами,"""Своге""",Годен до января 2014,Вес - 90 г,Упаковка - флоу-пак
1370,91cb8cdbeb9b1ade99cd6279aeefce926dab7d275bb2eab757410c164b1ec54f.jpg,Шоколад,"""Ванильный""",NaN,Вес - 18 г,Упаковка - обертка
1371,becb2aea57947a68f93408a2125260677af5c42dc43056be42728dc6715873c6.jpg,Шоколад,"""Ванильный""",NaN,Вес - 20 г,Упаковка - обертка
1372,8070b3216a19e193defd4e11b9fbca97f6a1c7660b4566eaed8a4f941d338f5e.jpg,Шоколад,"""Детский""",NaN,Вес - 100 г,Упаковка - обертка
1373,b5c386439ed6b6fffb5979ab19679a07b370d56865a7816e563f1590db1a6d0f.jpg,Шоколад молочный фигурный,"""Кортез"" (название условное)",NaN,Вес - 30 г,Упаковка - флоу-пак
1374,357af7d174e11db39dbbe641bf85e203f1f5d5e31a64aeecf85cc7a983ed01b6.jpg,Шоколад,"""Ванильный""",NaN,Вес - 50 г,Упаковка - обертка
1375,3ad45b72459a35425db7063cbefa6fadd53af59d9fe15d5f7d22094536104427.jpg,Шоколад молочный фигурный,"""Медвежонок Пушистик""",NaN,Вес - 30 г,Упаковка - флоу-пак
1376,655dca122bba02160cb36362b19770f7cbac008143cdb4d4c65dad82d4045798.jpg,Шоколад,"""Zodiaks"" (""Зодиак"")",NaN,Вес - 50 г,Упаковка - обертка
1377,fd3747ef6b299967762713fa930ead731db2ef53ada788a46949fc0a44765b3d.jpg,Шоколад,"""Ванильный""",NaN,Вес - 50 г,Упаковка - обертка
1378,ca1ff8e9d87e6c43b82f638bc9bfc9b53df271a3ea89b0fe2e4170becbee95d0.jpg,Шоколад,"""Lukss"" (""Люкс"")",Годен до декабря 2013,Вес - 20 г,Упаковка - обертка
1379,acb60775567dbe16e3b15763884cda00146f72ced999078bab1637e30cda95ee.jpg,Шоколад молочный фигурный,"""Санкт-Петербург""",NaN,Вес - 30 г,Упаковка - флоу-пак
1380,a93b53150753a5e3f2cdfa0adc2ad74b633c0d4992009aa2594ec70a735639c2.jpg,Молочный шоколад с целыми лесными орехами,"""Milka""",Годен до июня 2016,Вес - 100 г,Упаковка - флоу-пак
1381,34f69bf18236abcfa1e327a16f2f44ccd34df3a8fe2d41f2c54c892cba2f7bb4.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 20 г,Упаковка - обертка
1382,f2808567555743074ca0b0f1040d5f893b6f43f446507b2a0934e752da8160af.jpg,Шоколад,"""Ванильный""",NaN,Вес - 50 г,Упаковка - обертка
1383,34b2d035c1aa69024263228082cdc0ebd33ffb09cdbdb48f3bd5414c8de86a93.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 20 г,Упаковка - обертка
1384,be0402f23f00457ffd6805189445f15f4acb2314a9be19c2a91f108ede2c166f.jpg,Шоколад,"""Ванильный""",NaN,Вес - 50 г,Упаковка - обертка
1385,01b1b887ef2b418c8557d837d34cdaaeda77d9354e428bf3d13fd5216457fbb3.jpg,Молочный шоколад с кусочками фундука,"""Своге""",Годен до февраля 2018,Вес - 90 г,Упаковка - флоу-пак
1386,669e8a96bf5ef2d3930d0c9be34fcd54216aa2305ffc06785c9f44392b45d820.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 20 г,Упаковка - обертка
1387,994e469426456f8cfedc92262f72479817e60c1a693b93719298769cde2ee427.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 20 г,Упаковка - обертка
1388,964d08d400af7e5e94596187336cb8bf5fc79e2dff5cdee42283753bf554a627.jpg,Сладкий шоколад,"""Ванильный""",NaN,Вес - 50 г,Упаковка - обертка
1389,bbdb801d189b2a7500494525934a932656ccd2dbd9c2bbf7e8d8d06df6824186.jpg,Плитки кондитерские,"""Волшебные""",NaN,Вес - 100 г,Упаковка - конверт
1390,186def17e7728251a15889fdf37765dd5ad08416d0c3f6282ba80b76e8e28938.jpg,Молочный шоколад с ореховой пастой,"""Milka""",Годен до декабря 2016,Вес - 100 г,Упаковка - флоу-пак
1391,ab3d27df76c1b2fbc9307abc3e45141253379ae5a067abbddd99062a5c1b8454.jpg,Шоколад,"""Детский""",NaN,Вес - 18 г,Упаковка - обертка
1392,94f5c95ec9714b408fb683c05e2c0493fb25b9a0a26b0f8b47c67b26bd85fa1b.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 20 г,Упаковка - обертка
1393,9d72ae8b0d5e518b57ac510cab3c73718447221eba528d7c2d068cc92b3ba3ad.jpg,Шоколад,"""Детский""",NaN,Вес - 18 г,Упаковка - обертка
1394,4250661855210a88be0a6e235a34cf6c1ada63984cd264ab799d1356cafd3848.jpg,Шоколад молочный,"""Юность""",NaN,Вес - 100 г,Упаковка - обертка
1395,bda44dc07e8a971e27073936ac22a531aed96dd242698b3ccc72b16291979221.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 20 г,Упаковка - обертка
1396,892eea435838cdf3b744b117029294a8a22061c9b8ac8496b263f4a9b615fe5f.jpg,Молочный шоколад с фундуком и изюмом,"""Млечен""  (название условное)",Годен до апреля 2019,Вес - 80 г,Упаковка - флоу-пак
1397,a81ffd51877b5cce888bf4bb572c6517630e2366343d3706486f84bb1120bbeb.jpg,Шоколад,"""Детский""",NaN,Вес - 18 г,Упаковка - обертка
1398,5a29eb183449d2e982fbf0435029a7d719c38114899103d26d46214af17f0da9.jpg,Шоколад,"""Lukss"" ( ""Люкс"" )",NaN,Вес - 20 г,Упаковка - обертка
1399,7d2c5c7ce620e08ff31fec95f4c5ea17ab54a84de9ea92c0e0753430c8f72904.jpg,Десертный молочный шоколад,"""Сказка""",NaN,Вес - 100 г,Упаковка - обертка
1400,d192d7cfa55f498705910053fb7d1cefa204813721d3aa245345ef3412cda007.jpg,Шоколад,"""Детский""",NaN,Вес - 20 г,Упаковка - обертка
1401,a4ef4b674b9b36e8a6480cbf19e3c481ea3974b58a87cb6e74ac086d5806f41d.jpg,Молочный шоколад с изюмом и кусочками фундука,"""Своге""",Годен до мая 2017,Вес - 90 г,Упаковка - флоу-пак
1402,8c4816f8ca65b7da2b27d63be1df615dc83ffadaa9a6b8a4de6b4724ad8216e3.jpg,Шоколад,"""Lukss"" ( ""Люкс"" )",NaN,Вес - 20 г,Упаковка - обертка
1403,bf0fc7c1e152615005dc72977edf1d287f21f4728e010c89d6d9bd8f18418ae1.jpg,Шоколад,"""Lukss"" ( ""Люкс"" )",NaN,Вес - 20 г,Упаковка - обертка
1404,fb7e9724e1a3426070843e6c4a3542441875de93a78e6c78a68589318eb3b2f3.jpg,Десертный молочный шоколад,"""Сказка""",NaN,Вес - 100 г,Упаковка - обертка
1405,f258d64c0134a401bd2bbac8d4c611d7e7a983db2fda800fd1d7bd153e6256c0.jpg,Шоколад,"""Детский""",NaN,Вес - 50 г,Упаковка - обертка
1406,ca7ed05fd018f414b5c603dcac3ad2e02a0267fe8a8e1197ebf85e7db0c86154.jpg,Молочный шоколад с ореховой начинкой,"""Своге""",Годен до июля 2018,Вес - 90 г,Упаковка - флоу-пак
1407,07f27711eff287dc39bd7e1f93887121d39a6fc3dddf80f6492d171d5d53c8ab.jpg,Шоколад,"""Lukss"" ( ""Люкс"" )",NaN,Вес - 20 г,Упаковка - обертка
1408,941ada186513efb7fc59b3d0c09ad4d5a923eec8d31bdfed37448c2b00c56ca7.jpg,Молочный шоколад с изюмом и орехами,"""Изюминка""",NaN,Вес - 100 г,Упаковка - конверт
1409,38e6611661f35f309ce8b4fa0393d3815760c522f1ca9489a877b7b9e49539c1.jpg,Шоколад,"""Lukss"" ( ""Люкс"" )",NaN,Вес - 20 г,Упаковка - обертка
1410,cac6762090235c2b31d2793a0794cd14b68f9850d30ac5b48edf85b31b393105.jpg,Сладкий шоколад,"""Детский""",NaN,Вес - 50 г,Упаковка - обертка
1411,86033f5db461dfd76bc4999da8d1fe73e0e10b3c0dc22d19548de93e45d2666f.jpg,Шоколад с высоким содержанием какао (65 %),"""Своге""",Годен до ноября 2018,Вес - 80 г,Упаковка - флоу-пак
1412,91b5c76fba42ab734805fee31626d8004b0fb2121aab2a96caab80a8f533c6c7.jpg,Шоколад,"""Lukss"" ( ""Люкс"" )",NaN,Вес - 20 г,Упаковка - обертка
1413,20bb7355ba0139245c1135fd44b2a29ecf35d622f0ed06c3274b23abf4eaf916.jpg,Сладкий шоколад,"""Детский""",NaN,Вес - 50 г,Упаковка - обертка
1414,6ebc6661befea4c3c99d1554e0c8d8cd6fb74247ae8837a1403226502d625603.jpg,Молочный шоколад с изюмом и орехами,"""Изюминка""",NaN,Вес - 100 г,Упаковка - конверт
1415,cb5070640e75309a417c294da3f54714e4e8fd6b2a92ed8847d9a28a7db3d0a0.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 50 г,Упаковка - обертка
1416,cc92f3e734caa664f77f5c7ef80d73cd3573500011eb7a1b76800656baffc6fe.jpg,Сладкий шоколад,"""Детский""",NaN,Вес - 50 г,Упаковка - обертка
1417,20e1171430cf23a74935590b0f14f89a47cbf4da432d6125ea94354155dccf79.jpg,Шоколад детский,"""Кума Лиса""",NaN,Вес - 50 г,Упаковка - конверт
1418,b818aa0d0bcfe2a0a8f456920147e96f008c11ce2731f35fb753121325514f17.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 100 г,Упаковка - обертка
1419,40197a567459e0a1f48bcbb72ad982bd95862a6c57cf7733b1f4d67f44b26647.jpg,Молочный шоколад с добавлением тертого ореха,"""Басни Крылова""",NaN,Вес - 100 г,Упаковка - обертка
1420,6065bfebf8411d0a9293a7ba81d5b780cbe8f53c1a380649aa06b3e98a96a10d.jpg,Сладкий шоколад,"""Детский""",NaN,Вес - 100 г,Упаковка - обертка
1421,c4676d5e47d11e215d73757346e6e3351f40a88288fe77319fff177b71ea0a6e.jpg,Шоколад,"""Lukss"" (""Люкс"")",NaN,Вес - 100 г,Упаковка - обертка
